text,text_lower,lemma_lower,part_of_speech
terms,terms,term,NOUN
citizen,citizen,citizen,NOUN
governmental,governmental,governmental,ADJ
surveillance,surveillance,surveillance,NOUN
advisory,advisory,advisory,ADJ
open,open,open,ADJ
process,process,process,NOUN
mechanisms,mechanisms,mechanism,NOUN
instruments,instruments,instrument,NOUN
citizen,citizen,citizen,NOUN
participation,participation,participation,NOUN
defined,defined,define,VERB
combating,combating,combat,VERB
corruption,corruption,corruption,NOUN
impunity,impunity,impunity,NOUN
model,model,model,NOUN
implemented,implemented,implement,VERB
developed,developed,develop,VERB
human,human,human,ADJ
attention,attention,attention,NOUN
citizen,citizen,citizen,NOUN
petitions,petitions,petition,NOUN
complaints,complaints,complaint,NOUN
social,social,social,ADJ
networks,networks,network,NOUN
included,included,include,VERB
assistance,assistance,assistance,NOUN
protocols,protocols,protocol,NOUN
attention,attention,attention,NOUN
sponsorship,sponsorship,sponsorship,NOUN
rights,rights,right,NOUN
citizens,citizens,citizen,NOUN
alerters,alerters,alerter,NOUN
July,july,july,PROPN
pilot,pilot,pilot,NOUN
program,program,program,NOUN
attended,attended,attend,VERB
cases,cases,case,NOUN
new,new,new,ADJ
citizen,citizen,citizen,NOUN
surveillance,surveillance,surveillance,NOUN
mechanism,mechanism,mechanism,NOUN
created,created,create,VERB
dissemination,dissemination,dissemination,NOUN
public,public,public,ADJ
information,information,information,NOUN
citizen,citizen,citizen,NOUN
inter,inter,inter,ADJ
institutional,institutional,institutional,ADJ
intergovernmental,intergovernmental,intergovernmental,ADJ
channels,channels,channel,NOUN
strengthened,strengthened,strengthen,VERB
aim,aim,aim,NOUN
enabling,enabling,enable,VERB
agency,agency,agency,NOUN
capacity,capacity,capacity,NOUN
open,open,open,ADJ
surveillance,surveillance,surveillance,NOUN
public,public,public,NOUN
social,social,social,ADJ
Comptroller,comptroller,comptroller,NOUN
Social,social,social,PROPN
Comptroller,comptroller,comptroller,PROPN
Federal,federal,federal,PROPN
Entities,entities,entities,PROPN
concluded,concluded,conclude,VERB
advisory,advisory,advisory,ADJ
process,process,process,NOUN
units,units,unit,NOUN
responsible,responsible,responsible,ADJ
federal,federal,federal,ADJ
social,social,social,ADJ
development,development,development,NOUN
programs,programs,program,NOUN
aim,aim,aim,NOUN
knowing,knowing,know,VERB
recommendations,recommendations,recommendation,NOUN
monitoring,monitoring,monitoring,NOUN
feedback,feedback,feedback,NOUN
mechanisms,mechanisms,mechanism,NOUN
normative,normative,normative,ADJ
design,design,design,NOUN
subject,subject,subject,NOUN
Social,social,social,PROPN
Comptroller,comptroller,comptroller,PROPN
strategies,strategies,strategy,NOUN
scheme,scheme,scheme,NOUN
operational,operational,operational,ADJ
guide,guide,guide,NOUN
annual,annual,annual,ADJ
social,social,social,ADJ
protection,protection,protection,NOUN
program,program,program,NOUN
validated,validated,validate,VERB
federal,federal,federal,ADJ
programs,programs,program,NOUN
represents,represents,represent,VERB
compared,compared,compare,VERB
period,period,period,NOUN
previous,previous,previous,ADJ
administration,administration,administration,NOUN
Agree,agree,agree,VERB
information,information,information,NOUN
registered,registered,register,VERB
Social,social,social,PROPN
Comptroller,comptroller,comptroller,PROPN
Computer,computer,computer,PROPN
System,system,system,PROPN
June,june,june,PROPN
Social,social,social,PROPN
Comptroller,comptroller,comptroller,PROPN
Committees,committees,committees,PROPN
registered,registered,register,VERB
men,men,man,NOUN
women,women,woman,NOUN
monitored,monitored,monitor,VERB
supports,supports,support,NOUN
works,works,work,NOUN
services,services,service,NOUN
purpose,purpose,purpose,NOUN
promoting,promoting,promote,VERB
open,open,open,ADJ
citizen,citizen,citizen,NOUN
competing,competing,compete,VERB
mechanisms,mechanisms,mechanism,NOUN
affect,affect,affect,VERB
combat,combat,combat,NOUN
corruption,corruption,corruption,NOUN
impunity,impunity,impunity,NOUN
annual,annual,annual,ADJ
work,work,work,NOUN
program,program,program,NOUN
signed,signed,sign,VERB
state,state,state,NOUN
control,control,control,NOUN
bodies,bodies,body,NOUN
preparation,preparation,preparation,NOUN
diagnostic,diagnostic,diagnostic,ADJ
questionnaire,questionnaire,questionnaire,NOUN
activities,activities,activity,NOUN
aim,aim,aim,NOUN
identifying,identifying,identify,VERB
local,local,local,ADJ
surveillance,surveillance,surveillance,NOUN
mechanism,mechanism,mechanism,NOUN
programs,programs,program,NOUN
works,works,work,NOUN
supports,supports,support,NOUN
services,services,service,NOUN
executed,executed,execute,VERB
resources,resources,resource,NOUN
typical,typical,typical,ADJ
municipalities,municipalities,municipality,NOUN
mayors,mayors,mayor,NOUN
Mexico,mexico,mexico,PROPN
City,city,city,PROPN
coordination,coordination,coordination,NOUN
state,state,state,NOUN
control,control,control,NOUN
bodies,bodies,body,NOUN
survey,survey,survey,NOUN
carried,carried,carry,VERB
diagnosed,diagnosed,diagnose,VERB
municipalities,municipalities,municipality,NOUN
federal,federal,federal,ADJ
entities,entities,entity,NOUN
training,training,training,NOUN
workshops,workshops,workshop,NOUN
carried,carried,carry,VERB
federal,federal,federal,ADJ
entities,entities,entity,NOUN
included,included,include,VERB
participation,participation,participation,NOUN
public,public,public,ADJ
servants,servants,servant,NOUN
state,state,state,NOUN
municipalities,municipalities,municipality,NOUN
municipalities,municipalities,municipality,NOUN
provided,provided,provide,VERB
materials,materials,material,NOUN
implementation,implementation,implementation,NOUN
citizen,citizen,citizen,NOUN
surveillance,surveillance,surveillance,NOUN
mechanisms,mechanisms,mechanism,NOUN
local,local,local,ADJ
governments,governments,government,NOUN
Finally,finally,finally,ADV
training,training,training,NOUN
actions,actions,action,NOUN
carried,carried,carry,VERB
coverage,coverage,coverage,NOUN
public,public,public,ADJ
servants,servants,servant,NOUN
federal,federal,federal,ADJ
state,state,state,NOUN
municipal,municipal,municipal,ADJ
order,order,order,NOUN
Likewise,likewise,likewise,ADV
advisory,advisory,advisory,ADJ
meetings,meetings,meeting,NOUN
carried,carried,carry,VERB
legal,legal,legal,ADJ
framework,framework,framework,NOUN
governs,governs,govern,VERB
social,social,social,ADJ
competence,competence,competence,NOUN
addition,addition,addition,NOUN
participation,participation,participation,NOUN
officials,officials,official,NOUN
federal,federal,federal,ADJ
programs,programs,program,NOUN
Relain,relain,relain,VERB
professional,professional,professional,ADJ
career,career,career,NOUN
service,service,service,NOUN
gender,gender,gender,NOUN
perspective,perspective,perspective,NOUN
professionalization,professionalization,professionalization,NOUN
public,public,public,ADJ
service,service,service,NOUN
series,series,series,NOUN
reforms,reforms,reform,NOUN
raised,raised,raise,VERB
framework,framework,framework,NOUN
relaunching,relaunching,relaunching,NOUN
professional,professional,professional,ADJ
career,career,career,NOUN
service,service,service,NOUN
SPC,spc,spc,PROPN
terms,terms,term,NOUN
admission,admission,admission,NOUN
APF,apf,apf,PROPN
methodology,methodology,methodology,NOUN
assessment,assessment,assessment,NOUN
proven,proven,prove,VERB
capacity,capacity,capacity,NOUN
obtaining,obtaining,obtain,VERB
accredits,accredits,accredit,VERB
occupation,occupation,occupation,NOUN
requirements,requirements,requirement,NOUN
candidates,candidates,candidate,NOUN
enter,enter,enter,VERB
Federal,federal,federal,PROPN
Public,public,public,PROPN
Administration,administration,administration,PROPN
purpose,purpose,purpose,NOUN
flexible,flexible,flexible,ADJ
processes,processes,process,NOUN
income,income,income,NOUN
federal,federal,federal,ADJ
government,government,government,NOUN
Likewise,likewise,likewise,ADV
registration,registration,registration,NOUN
public,public,public,ADJ
government,government,government,NOUN
servers,servers,server,NOUN
updated,updated,update,VERB
allow,allow,allow,VERB
adequate,adequate,adequate,ADJ
planning,planning,planning,NOUN
human,human,human,ADJ
resources,resources,resource,NOUN
findings,findings,finding,NOUN
analysis,analysis,analysis,NOUN
information,information,information,NOUN
need,need,need,NOUN
build,build,build,VERB
inclusive,inclusive,inclusive,ADJ
public,public,public,ADJ
service,service,service,NOUN
identified,identified,identify,VERB
federal,federal,federal,ADJ
government,government,government,NOUN
public,public,public,ADJ
servants,servants,servant,NOUN
speak,speak,speak,VERB
languages,languages,language,NOUN
country,country,country,NOUN
Reason,reason,reason,PROPN
men,men,man,NOUN
women,women,woman,NOUN
SPC,spc,spc,PROPN
worked,worked,work,VERB
incorporate,incorporate,incorporate,VERB
gender,gender,gender,NOUN
perspective,perspective,perspective,NOUN
SPC,spc,spc,PROPN
consolidate,consolidate,consolidate,VERB
institutional,institutional,institutional,ADJ
labor,labor,labor,NOUN
culture,culture,culture,NOUN
framework,framework,framework,NOUN
guarantees,guarantees,guarantee,VERB
validity,validity,validity,NOUN
human,human,human,ADJ
rights,rights,right,NOUN
equality,equality,equality,NOUN
non,non,non,ADJ
discrimination,discrimination,discrimination,NOUN
public,public,public,ADJ
service,service,service,NOUN
purpose,purpose,purpose,NOUN
February,february,february,PROPN
guidelines,guidelines,guideline,NOUN
research,research,research,NOUN
gender,gender,gender,NOUN
perspective,perspective,perspective,NOUN
diligence,diligence,diligence,NOUN
cases,cases,case,NOUN
related,related,relate,VERB
human,human,human,ADJ
rights,rights,right,NOUN
violation,violation,violation,NOUN
pregnant,pregnant,pregnant,ADJ
women,women,woman,NOUN
issued,issued,issue,VERB
aimed,aimed,aim,VERB
competent,competent,competent,ADJ
OIC,oic,oic,PROPN
authorities,authorities,authority,NOUN
March,march,march,PROPN
framework,framework,framework,NOUN
commemoration,commemoration,commemoration,NOUN
International,international,international,PROPN
Women,women,women,PROPN
Day,day,day,NOUN
project,project,project,NOUN
professionalization,professionalization,professionalization,NOUN
public,public,public,ADJ
service,service,service,NOUN
gender,gender,gender,NOUN
equality,equality,equality,NOUN
presented,presented,present,VERB
seeks,seeks,seek,VERB
improve,improve,improve,VERB
rules,rules,rule,NOUN
income,income,income,NOUN
professional,professional,professional,ADJ
development,development,development,NOUN
permanence,permanence,permanence,NOUN
public,public,public,ADJ
service,service,service,NOUN
equitable,equitable,equitable,ADJ
strengthening,strengthening,strengthen,VERB
actions,actions,action,NOUN
care,care,care,NOUN
cases,cases,case,NOUN
involve,involve,involve,VERB
harassment,harassment,harassment,NOUN
sexual,sexual,sexual,ADJ
harassment,harassment,harassment,NOUN
OIC,oic,oic,PROPN
headlines,headlines,headline,NOUN
trained,trained,train,VERB
person,person,person,NOUN
addition,addition,addition,NOUN
strategies,strategies,strategy,NOUN
developed,developed,develop,VERB
comply,comply,comply,VERB
international,international,international,ADJ
commitments,commitments,commitment,NOUN
eradication,eradication,eradication,NOUN
forms,forms,form,NOUN
discrimination,discrimination,discrimination,NOUN
violence,violence,violence,NOUN
women,women,woman,NOUN
example,example,example,NOUN
new,new,new,ADJ
protocol,protocol,protocol,NOUN
prevention,prevention,prevention,NOUN
attention,attention,attention,NOUN
sanction,sanction,sanction,NOUN
harassment,harassment,harassment,NOUN
sexual,sexual,sexual,ADJ
harassment,harassment,harassment,NOUN
Professional,professional,professional,ADJ
career,career,career,NOUN
service,service,service,NOUN
gender,gender,gender,NOUN
level,level,level,NOUN
position,position,position,NOUN
number,number,number,NOUN
people,people,people,NOUN
PanStototal,panstototal,panstototal,ADJ
level,level,level,NOUN
Nominal,nominal,nominal,PROPN
nominal,nominal,nominal,ADJ
total,total,total,ADJ
P,p,p,NOUN
General,general,general,PROPN
Directorate,directorate,directorate,PROPN
Deputy,deputy,deputy,PROPN
Directorate,directorate,directorate,PROPN
Area,area,area,NOUN
Directorate,directorate,directorate,NOUN
Subdirection,subdirection,subdirection,PROPN
Area,area,area,PROPN
Department,department,department,PROPN
Department,department,department,PROPN
Preliminary,preliminary,preliminary,ADJ
Figures,figures,figure,NOUN
Source,source,source,NOUN
Secretariat,secretariat,secretariat,PROPN
public,public,public,ADJ
function,function,function,NOUN
terms,terms,term,NOUN
training,training,training,NOUN
training,training,training,NOUN
Database,database,database,PROPN
Electronic,electronic,electronic,PROPN
RHnet,rhnet,rhnet,PROPN
Sii,sii,sii,PROPN
web,web,web,NOUN
platform,platform,platform,NOUN
Training,training,training,PROPN
Certification,certification,certification,PROPN
subsystem,subsystem,subsystem,NOUN
reports,reports,report,VERB
December,december,december,PROPN
June,june,june,PROPN
following,following,follow,VERB
Rights,rights,rights,PROPN
Awareness,awareness,awareness,PROPN
Actions,actions,actions,PROPN
performed,performed,perform,VERB
Human,human,human,PROPN
participants,participants,participant,NOUN
belong,belong,belong,VERB
institutions,institutions,institution,NOUN
subject,subject,subject,ADJ
SPC,spc,spc,PROPN
remaining,remaining,remain,VERB
corresponds,corresponds,correspond,NOUN
institutions,institutions,institution,NOUN
subject,subject,subject,ADJ
professional,professional,professional,ADJ
